# CfA FLWO 1.2m passbands from Jha et al. 2006, AJ, 131, 527
#
#   these are synthesized sensitivities:
#       = (Mirror^2)*DetectorQE*FilterTrans*Lambda
#     so these are ENERGY units -- divide by Lambda for PHOTON units
#
#     U-band also includes atmosphere (airmass=1.0); others don't, see text
#
#
#  U
650            0.823            0.920            0.775            0.871 
660            0.764            0.883            0.713            0.830 
670            0.701            0.842            0.651            0.786 
680            0.633            0.794            0.584            0.738 
690            0.559            0.739            0.514            0.685 
700            0.486            0.681            0.446            0.629 
710            0.417            0.621            0.383            0.574 
720            0.353            0.562            0.324            0.519 
730            0.294            0.505            0.270            0.466 
740            0.240            0.448            0.221            0.413 
750            0.193            0.391            0.177            0.361 
760            0.152            0.337            0.139            0.310 
770            0.117            0.287            0.106            0.263 
780            0.088            0.241            0.080            0.221 
790            0.065            0.201            0.059            0.184 
800            0.048            0.165            0.044            0.151 
810            0.035            0.135            0.032            0.124 
820            0.025            0.110            0.023            0.101 
830            0.018            0.088            0.016            0.081 
840            0.012            0.070            0.011            0.065 
850            0.009            0.056            0.008            0.052 
860            0.005            0.044            0.005            0.041 
870            0.004            0.034            0.003            0.032 
880            0.002            0.027            0.002            0.024 
890            0.002            0.021            0.002            0.019 
900            0.001            0.016            0.001            0.015 
910            0.000            0.012            0.000            0.011 
920            0.000            0.009            0.000            0.008 
930            0.000            0.007            0.000            0.007 
940            0.000            0.005            0.000            0.005 
950            0.000            0.004            0.000            0.004 
960            0.000            0.003            0.000            0.003 
970            0.000            0.002            0.000            0.002 
980            0.000            0.002            0.000            0.001 
990            0.000            0.001            0.000            0.001 
1000            0.000            0.001            0.000            0.001 
1010            0.000            0.001            0.000            0.000 
1020            0.000            0.000            0.000            0.000 
# I
690            0.000            0.000            0.000            0.000 
700            0.003            0.000            0.003            0.000 
710            0.077            0.001            0.077            0.001 
720            0.326            0.073            0.328            0.073 
730            0.630            0.927            0.634            0.928 
740            0.841            0.993            0.846            0.994 
750            0.946            1.000            0.950            1.000 
760            0.989            0.886            0.992            0.885 
770            1.000            0.945            1.000            0.940 
780            0.994            0.976            0.991            0.969 
790            0.979            0.938            0.976            0.930 
800            0.970            0.826            0.967            0.819 
810            0.950            0.799            0.948            0.795 
820            0.932            0.837            0.935            0.836 
830            0.916            0.879            0.923            0.882 
840            0.895            0.886            0.905            0.892 
850            0.876            0.875            0.886            0.881 
860            0.843            0.917            0.849            0.920 
870            0.829            0.697            0.830            0.694 
880            0.800            0.597            0.795            0.591 
890            0.765            0.278            0.757            0.273 
900            0.726            0.009            0.719            0.009 
910            0.681            0.000            0.681            0.000 
920            0.633            0.000            0.642            0.000 
930            0.581            0.000            0.601            0.000 
940            0.529            0.000            0.556            0.000 
950            0.476            0.000            0.505            0.000 
960            0.426            0.000            0.447            0.000 
970            0.377            0.000            0.385            0.000 
980            0.330            0.000            0.323            0.000 
990            0.284            0.000            0.263            0.000 
1000            0.239            0.000            0.208            0.000 
1010            0.195            0.000            0.161            0.000 
1020            0.154            0.000            0.122            0.000 
1030            0.117            0.000            0.091            0.000 
1040            0.085            0.000            0.066            0.000 
1050            0.059            0.000            0.046            0.000 
1060            0.040            0.000            0.032            0.000 
1070            0.026            0.000            0.021            0.000 
1080            0.016            0.000            0.014            0.000 
1090            0.009            0.000            0.008            0.000 
1100            0.004            0.000            0.004            0.000 
1110            0.000            0.000            0.000            0.000 
