#Wavelength (nm)
358.40625 0.014322933
358.625 0.013976681
358.75 0.013892223
358.96875 0.014449992
359.21875 0.013937922
359.4375 0.013313844
359.65625 0.014004334
359.84375 0.013356449
360.09375 0.01423663
360.3125 0.014053174
360.53125 0.014158532
360.75 0.013980377
360.96875 0.014239794
361.1875 0.014446273
361.40625 0.013726569
361.6875 0.013705062
361.9375 0.013811594
362.1875 0.014295653
362.4375 0.013747656
362.71875 0.01396556
362.9375 0.014017176
363.1875 0.014187541
363.5 0.014076617
363.6875 0.014427535
363.9375 0.014033417
364.1875 0.014002236
364.40625 0.013617335
364.59375 0.013968311
364.75 0.01386969
365.09375 0.014133758
365.3125 0.014084014
365.46875 0.014466736
365.6875 0.01407554
365.875 0.013972026
366.03125 0.013873715
366.25 0.013460885
366.46875 0.014109619
366.65625 0.014190373
366.875 0.013846729
367.125 0.013966059
367.375 0.014385677
367.59375 0.013950712
367.875 0.014131422
368.15625 0.014127662
368.40625 0.014046204
368.625 0.013770914
368.875 0.014098705
369.125 0.013756024
369.4375 0.014074935
369.65625 0.014148168
370.09375 0.013781769
370.3125 0.013878874
370.5 0.013614335
370.8125 0.014152905
370.9375 0.013620707
371.15625 0.013858827
371.3125 0.013739446
371.5 0.01405053
371.71875 0.014016506
371.90625 0.013899123
372.1875 0.013707494
372.4375 0.013401944
372.6875 0.013720841
372.96875 0.01381207
373.21875 0.013836721
373.40625 0.014064583
373.65625 0.013883175
373.90625 0.013799198
374.3125 0.013485364
374.5 0.013883996
374.75 0.013818774
374.96875 0.01344718
375.09375 0.013653067
375.3125 0.013629092
375.46875 0.013890194
375.6875 0.013611443
375.8125 0.013680079
376.03125 0.014163327
376.25 0.013575081
376.375 0.013384413
376.59375 0.013467878
376.8125 0.013384742
376.9375 0.013453617
377.15625 0.013918511
377.3125 0.01345296
377.5 0.01360883
377.71875 0.013682273
377.875 0.013335338
378.0625 0.013694736
378.28125 0.013233931
378.5 0.0133751
378.71875 0.012970892
378.9375 0.01367384
379.15625 0.013152189
379.375 0.013544922
379.625 0.013396132
379.8125 0.013355466
380.03125 0.013231508
380.1875 0.013253761
380.40625 0.013181293
380.625 0.013650729
380.9375 0.013568082
381.15625 0.013406857
381.3125 0.013149318
381.5 0.013069528
381.71875 0.013372819
381.875 0.013134334
382.09375 0.013205303
382.28125 0.01357861
382.53125 0.013245718
382.6875 0.013383274
382.90625 0.013137359
383.125 0.013623352
383.25 0.013661755
383.46875 0.013389737
383.75 0.01305817
384.03125 0.013117365
384.1875 0.013198776
384.40625 0.013375877
384.625 0.013162652
384.75 0.013082205
384.96875 0.013323887
385.125 0.012936822
385.3125 0.013089749
385.53125 0.013075418
385.6875 0.013227946
385.875 0.012820315
386.09375 0.013392803
386.25 0.013117739
386.46875 0.013078903
386.59375 0.013084698
386.8125 0.013328867
386.96875 0.013121946
387.1875 0.013388529
387.375 0.01302432
387.53125 0.012925924
387.75 0.013209241
387.90625 0.013287487
388.09375 0.013192817
388.25 0.013195978
388.46875 0.012968638
388.65625 0.012946637
388.8125 0.013032071
389.03125 0.013288738
389.1875 0.013196378
389.375 0.013318694
389.59375 0.012977111
389.71875 0.012926261
389.9375 0.013043185
390.09375 0.013162605
390.3125 0.013165927
390.46875 0.013313272
390.625 0.013336375
390.84375 0.013180162
391.03125 0.013059755
391.1875 0.01336133
391.40625 0.013115199
391.5625 0.01329725
391.78125 0.012977694
391.9375 0.012766282
392.0625 0.01321637
392.28125 0.012961919
392.5 0.012802077
392.625 0.013440303
392.8125 0.01316295
393 0.012873184
393.21875 0.013252486
393.375 0.012964466
393.5625 0.013265723
393.71875 0.013069675
393.90625 0.013206638
394.0625 0.013043349
394.28125 0.012771088
394.4375 0.012883674
394.625 0.012965682
394.84375 0.013065486
395 0.012995897
395.15625 0.012945681
395.375 0.012973659
395.53125 0.013092132
395.71875 0.012851729
395.9375 0.013091925
396.09375 0.012902702
396.25 0.01290521
396.4375 0.01319179
396.65625 0.013046616
396.8125 0.013071294
397 0.013083819
397.15625 0.012673416
397.375 0.012761254
397.53125 0.012980259
397.6875 0.012887283
397.875 0.012966899
398.0625 0.012871948
398.25 0.013043817
398.46875 0.013021309
398.625 0.012867749
398.8125 0.012799058
399.03125 0.012969966
399.1875 0.012906285
399.34375 0.01290859
399.53125 0.013017979
399.6875 0.012866699
399.90625 0.01300653
400 0.01300738
400.1875 0.012472275
400.4375 0.012570845
400.6875 0.012541206
400.9375 0.012839325
401.1875 0.012821401
401.4375 0.013049732
401.6875 0.01298513
401.9375 0.012643902
402.1875 0.012635954
402.40625 0.012598956
402.65625 0.013132768
402.90625 0.012816525
403.09375 0.012984272
403.28125 0.012638256
403.4375 0.013012598
403.65625 0.012635072
403.8125 0.01326486
404.03125 0.012842774
404.21875 0.012846986
404.46875 0.012994591
404.71875 0.013302893
405 0.012812031
405.25 0.013022694
405.5 0.012790249
405.71875 0.013046072
405.96875 0.012609187
406.15625 0.012826142
406.40625 0.012797666
406.625 0.012729766
406.875 0.012589852
407.0625 0.012644519
407.25 0.012504311
407.46875 0.012610617
407.625 0.012933945
407.84375 0.012689089
408.09375 0.012636511
408.25 0.012845736
408.46875 0.012888989
408.625 0.012661867
408.84375 0.012428866
409.0625 0.013136995
409.25 0.012598878
409.5 0.012850875
409.71875 0.01265181
409.96875 0.01263578
410.1875 0.012814633
410.375 0.012791513
410.59375 0.012658766
410.71875 0.012876225
411 0.012793076
411.21875 0.012894407
411.375 0.012589114
411.53125 0.012721766
411.75 0.01264501
411.96875 0.012710108
412.09375 0.012625369
412.3125 0.012754636
412.59375 0.012818936
412.78125 0.012796949
413.0625 0.012818575
413.25 0.012656046
413.5 0.012913573
413.65625 0.012687868
413.8125 0.012936752
414 0.012627316
414.21875 0.012793765
414.375 0.013040404
414.53125 0.01284318
414.71875 0.012861809
414.9375 0.012692105
415.09375 0.012846673
415.25 0.012512514
415.46875 0.012869529
415.625 0.012870857
415.8125 0.012776222
415.96875 0.01270161
416.1875 0.012916334
416.40625 0.012744218
416.5625 0.012810034
416.78125 0.012895917
416.90625 0.012625794
417.15625 0.01306545
417.28125 0.012827986
417.5 0.012801686
417.65625 0.01301325
417.875 0.012794467
418.03125 0.013086373
418.21875 0.012860827
418.375 0.012966019
418.59375 0.0129054
418.75 0.012838629
418.90625 0.01289138
419.125 0.012892276
419.34375 0.012939923
419.46875 0.012999964
419.6875 0.012876475
419.84375 0.012876776
420.03125 0.01300742
420.1875 0.012883632
420.40625 0.01313953
420.5625 0.01311587
420.71875 0.012874825
420.9375 0.012944118
421.125 0.01299009
421.28125 0.013069624
421.5 0.013078575
421.65625 0.0130681
421.875 0.01294029
422 0.012995114
422.21875 0.012990799
422.375 0.013110315
422.5625 0.013010665
422.71875 0.012905009
422.90625 0.013023146
423.125 0.012984166
423.28125 0.012998937
423.5 0.012936296
423.625 0.012976732
423.8125 0.013047415
424 0.013016259
424.21875 0.013061371
424.375 0.012976579
424.5625 0.012936892
424.71875 0.013027885
424.90625 0.012970248
425.09375 0.013147907
425.25 0.013187718
425.46875 0.013173547
425.65625 0.013073436
425.8125 0.013057369
426.03125 0.013086529
426.1875 0.013094716
426.375 0.012976956
426.53125 0.013047661
426.75 0.013129376
426.90625 0.012937914
427.0625 0.012955299
427.25 0.013149209
427.46875 0.013077841
427.625 0.013066341
427.84375 0.013005604
428 0.013098363
428.1875 0.013157966
428.34375 0.012814567
428.5625 0.01303266
428.71875 0.012980729
428.875 0.013126726
429.09375 0.013106757
429.21875 0.013052111
429.4375 0.012960718
429.59375 0.012987331
429.8125 0.012924511
429.96875 0.013106434
430.15625 0.012995347
430.3125 0.013052905
430.53125 0.01284998
430.6875 0.013150936
430.875 0.013113812
431.03125 0.013175789
431.25 0.012977612
431.40625 0.013131057
431.625 0.012848018
431.75 0.012947011
431.96875 0.013035451
432.125 0.01285791
432.34375 0.012902635
432.5 0.013003178
432.71875 0.012866322
432.875 0.013140036
433.03125 0.013006437
433.21875 0.01301563
433.4375 0.012892954
433.59375 0.012919146
433.8125 0.012871052
433.96875 0.01299979
434.15625 0.012994097
434.3125 0.012987299
434.5 0.013094452
434.6875 0.012907523
434.84375 0.012806793
435.0625 0.012921314
435.25 0.012980096
435.40625 0.012866094
435.625 0.012831651
435.78125 0.012801747
436 0.012855739
436.15625 0.012944249
436.34375 0.012768394
436.5625 0.012790601
436.71875 0.01288174
436.90625 0.012682198
437.0625 0.012862289
437.25 0.01275288
437.4375 0.012701135
437.65625 0.012749088
437.8125 0.01272395
438 0.012753242
438.21875 0.01280361
438.34375 0.012819607
438.53125 0.012759427
438.71875 0.012766627
438.9375 0.012788481
439.09375 0.01277471
439.28125 0.012775873
439.4375 0.012620009
439.65625 0.012701542
439.8125 0.012658779
439.96875 0.012766411
440.1875 0.012620919
440.375 0.012653563
440.53125 0.012684408
440.71875 0.0126117
440.90625 0.012507469
441.0625 0.012655698
441.28125 0.012569611
441.46875 0.01259783
441.625 0.012545882
441.78125 0.012792783
442 0.012636149
442.21875 0.012718214
442.34375 0.012532242
442.5625 0.012470853
442.71875 0.012555245
442.9375 0.012468644
443.09375 0.012610673
443.3125 0.012507848
443.4375 0.012477598
443.65625 0.0124738
443.8125 0.012554619
444.03125 0.012510949
444.1875 0.012358362
444.40625 0.012578556
444.53125 0.012510216
444.75 0.012306856
444.96875 0.012498297
445.125 0.012381978
445.3125 0.012420414
445.46875 0.012429224
445.6875 0.012357017
445.84375 0.012420281
446 0.012494375
446.1875 0.012389663
446.40625 0.01245905
446.5625 0.012419161
446.78125 0.012347543
446.9375 0.012368059
447.15625 0.012282069
447.3125 0.012357502
447.5 0.012294438
447.65625 0.012276467
447.875 0.012237859
448.03125 0.012284965
448.25 0.012337238
448.40625 0.012262364
448.59375 0.012273268
448.75 0.012318217
448.96875 0.012276525
449.125 0.012283864
449.28125 0.012205966
449.46875 0.012208491
449.6875 0.012195791
449.84375 0.012285578
450 0.012317025
450.21875 0.012290981
450.40625 0.012216696
450.5625 0.012232088
450.78125 0.012102457
450.96875 0.012240818
451.125 0.012202643
451.28125 0.012244134
451.5 0.012261127
451.6875 0.012136884
451.84375 0.012227735
452.0625 0.012257891
452.25 0.012197779
452.40625 0.012143022
452.625 0.012231346
452.78125 0.012226833
452.9375 0.012127986
453.125 0.012214624
453.34375 0.012207223
453.5 0.012040662
453.71875 0.012068338
453.875 0.012062447
454.0625 0.012180916
454.21875 0.01209296
454.4375 0.012120679
454.5625 0.012170253
454.78125 0.012090924
454.9375 0.012098434
455.15625 0.012072438
455.34375 0.012152924
455.53125 0.012057955
455.6875 0.012198563
455.90625 0.012193706
456.0625 0.012070539
456.28125 0.012226369
456.40625 0.012070082
456.625 0.012173356
456.78125 0.01224705
457 0.012172982
457.1875 0.012114723
457.34375 0.012074943
457.5625 0.012135964
457.78125 0.012250864
457.9375 0.012152452
458.09375 0.012150227
458.3125 0.012090289
458.5 0.01210836
458.6875 0.0121196
458.90625 0.012060551
459.09375 0.012100574
459.3125 0.012163864
459.5 0.01212847
459.71875 0.01219622
459.875 0.012089598
460.0625 0.012106898
460.28125 0.01209398
460.46875 0.012136026
460.75 0.012196524
460.96875 0.012071363
461.21875 0.012055163
461.40625 0.012247536
461.625 0.012153896
461.84375 0.012187056
462 0.012135847
462.15625 0.012232829
462.375 0.012150564
462.5625 0.012228113
462.71875 0.0122166
462.9375 0.012221771
463.09375 0.012206896
463.3125 0.012135189
463.5 0.012166343
463.71875 0.012172456
463.875 0.012233824
464.09375 0.012229512
464.25 0.012147623
464.40625 0.012292355
464.59375 0.012145008
464.8125 0.012171181
465.03125 0.012291709
465.21875 0.012254142
465.4375 0.012262489
465.625 0.012176364
465.84375 0.012147886
466 0.012216967
466.15625 0.012177779
466.375 0.012295799
466.6875 0.012263813
466.90625 0.012288363
467.03125 0.012290043
467.25 0.01227551
467.46875 0.012290632
467.65625 0.01229968
467.875 0.012228749
468.125 0.012259275
468.34375 0.012306345
468.53125 0.012278441
468.78125 0.012242296
469 0.012264501
469.25 0.012300141
469.5 0.0122399
469.71875 0.012241601
469.96875 0.01227787
470.15625 0.01230539
470.4375 0.01227523
470.625 0.012244919
470.90625 0.012274824
471.125 0.012356887
471.375 0.012291195
471.53125 0.012320143
471.71875 0.01223049
471.875 0.012242481
472.09375 0.012236297
472.28125 0.012346379
472.5 0.012293233
472.75 0.012367025
472.96875 0.01236349
473.15625 0.012319584
473.375 0.012304892
473.5625 0.012355464
473.8125 0.012309314
473.96875 0.012253872
474.1875 0.012307588
474.40625 0.012376789
474.53125 0.012305338
474.75 0.01231317
475.03125 0.012292732
475.28125 0.0123496
475.5 0.012324947
475.6875 0.012348548
475.84375 0.012294907
476.0625 0.01241394
476.25 0.012262343
476.46875 0.012359204
476.65625 0.012344442
476.875 0.012339135
477.125 0.01235179
477.28125 0.012408507
477.4375 0.012338612
477.65625 0.012405453
477.78125 0.012286885
478.03125 0.012386149
478.21875 0.01231348
478.40625 0.012392277
478.625 0.012347744
478.8125 0.012426552
479.03125 0.012284906
479.21875 0.012394183
479.375 0.012323833
479.5625 0.012401361
479.8125 0.012417806
480.125 0.012370807
480.25 0.012356594
480.46875 0.012415349
480.625 0.012342155
480.84375 0.012292661
481.0625 0.012327704
481.3125 0.012414182
481.5 0.012363798
481.78125 0.012239949
481.90625 0.012437156
482.09375 0.012293983
482.28125 0.012358495
482.5 0.012378867
482.65625 0.012398874
482.875 0.012393615
483.09375 0.012393427
483.28125 0.012360606
483.53125 0.012297029
483.75 0.012385844
484 0.012294337
484.25 0.01234514
484.46875 0.012461614
484.71875 0.012438184
484.9375 0.012354516
485.1875 0.012343173
485.34375 0.012373016
485.5625 0.012346466
485.6875 0.012411166
485.90625 0.012399005
486.125 0.012410642
486.3125 0.01239544
486.46875 0.012429012
486.6875 0.012414115
486.84375 0.012311411
487.09375 0.012372483
487.3125 0.012400445
487.46875 0.012328986
487.65625 0.012395735
487.875 0.012348035
488.03125 0.012354717
488.25 0.012343765
488.40625 0.012420762
488.59375 0.012327308
488.75 0.012435926
489.03125 0.01235394
489.21875 0.012390893
489.375 0.012372918
489.59375 0.01228534
489.78125 0.01239079
490 0.012356273
490.1875 0.012424015
490.40625 0.012320576
490.625 0.012361494
490.75 0.012318755
490.96875 0.012280241
491.1875 0.01244371
491.46875 0.012344285
491.6875 0.01229742
491.8125 0.01235866
492 0.012263645
492.1875 0.012404931
492.40625 0.012340005
492.625 0.012403584
492.75 0.012372872
492.9375 0.012378844
493.125 0.012419164
493.34375 0.012363122
493.5 0.012381629
493.75 0.012292602
493.96875 0.01237068
494.1875 0.012343955
494.4375 0.012340542
494.625 0.012352701
494.90625 0.012235544
495.09375 0.012397971
495.34375 0.012350006
495.5625 0.012281685
495.8125 0.012288201
496 0.012376069
496.25 0.012209926
496.46875 0.012304461
496.71875 0.012340522
496.875 0.012380365
497.03125 0.012298577
497.25 0.012353326
497.40625 0.012247933
497.59375 0.012390529
497.8125 0.012271983
498.03125 0.012283673
498.25 0.012180608
498.5 0.012219236
498.6875 0.01226868
498.96875 0.012370917
499.15625 0.012314974
499.40625 0.012271853
499.625 0.012285639
499.875 0.012227256
500.0625 0.012299587
500.34375 0.012159122
500.5625 0.012292235
500.8125 0.012269445
501 0.012182164
501.28125 0.012261501
501.46875 0.012254519
501.71875 0.012233362
501.9375 0.012176675
502.1875 0.012218094
502.375 0.012192547
502.65625 0.012246568
502.84375 0.012235137
503.09375 0.012247633
503.34375 0.012133728
503.5625 0.012151891
503.8125 0.012179227
504.03125 0.01226864
504.28125 0.012198455
504.46875 0.012202729
504.75 0.012254863
504.875 0.012170688
505.09375 0.012230736
505.25 0.012206934
505.40625 0.012175042
505.71875 0.012162054
505.96875 0.012215791
506.125 0.012200616
506.34375 0.012135135
506.5 0.01222972
506.6875 0.012136302
506.90625 0.012110186
507.0625 0.01217225
507.28125 0.012186712
507.4375 0.012161184
507.65625 0.012166635
507.78125 0.012215867
508 0.012122129
508.21875 0.012152997
508.4375 0.012206412
508.625 0.012153506
508.84375 0.012221846
509.03125 0.012170172
509.25 0.012205829
509.4375 0.012144264
509.71875 0.012195215
509.90625 0.012098431
510.15625 0.012181361
510.40625 0.01216877
510.625 0.012112322
510.875 0.012152519
511.0625 0.012213481
511.34375 0.012075495
511.53125 0.012129468
511.8125 0.012080855
512 0.012031305
512.25 0.0121288
512.46875 0.012080066
512.71875 0.012134297
512.90625 0.012079365
513.1875 0.012144977
513.375 0.012132872
513.625 0.012179453
513.84375 0.012134111
514.09375 0.01214827
514.28125 0.012071578
514.5 0.012124191
514.6875 0.012153064
514.84375 0.012198652
515.0625 0.012149104
515.3125 0.012125042
515.53125 0.012146356
515.78125 0.01210341
515.96875 0.012126759
516.21875 0.012108648
516.4375 0.012138406
516.6875 0.01215191
516.875 0.012204552
517.15625 0.012135346
517.34375 0.012152758
517.59375 0.012122293
517.8125 0.012135999
518.0625 0.0120516
518.25 0.012116231
518.40625 0.012024966
518.5625 0.012113581
518.84375 0.012138876
519.03125 0.012117349
519.25 0.012139509
519.40625 0.012150594
519.5625 0.012007587
519.78125 0.012074551
519.9375 0.01216065
520.125 0.012112567
520.28125 0.012102941
520.5 0.012131569
520.6875 0.012105128
520.84375 0.012070998
521 0.012121497
521.21875 0.012168273
521.40625 0.012097155
521.5625 0.012121482
521.78125 0.012148379
521.96875 0.012002532
522.125 0.012088003
522.3125 0.012043847
522.5 0.012125076
522.71875 0.012095061
522.90625 0.012089593
523.0625 0.012128832
523.28125 0.012080245
523.5 0.012095894
523.6875 0.012051442
523.96875 0.012078404
524.15625 0.012074169
524.40625 0.012140682
524.625 0.012081406
524.9375 0.012086787
525.125 0.012067003
525.3125 0.012164634
525.59375 0.012124821
525.84375 0.012026119
526.0625 0.012088326
526.25 0.012156956
526.53125 0.012049338
526.78125 0.012121415
526.96875 0.012053447
527.21875 0.012046348
527.4375 0.01210649
527.6875 0.012124095
527.90625 0.012074067
528.15625 0.0120885
528.34375 0.011994364
528.625 0.012079596
528.8125 0.012161642
529.0625 0.012088683
529.21875 0.012050906
529.4375 0.012046192
529.59375 0.012061667
529.75 0.01216971
529.9375 0.012094209
530.15625 0.012136788
530.5 0.012163074
530.6875 0.012084363
530.8125 0.012078571
530.96875 0.01202197
531.1875 0.01205761
531.375 0.012182987
531.59375 0.012139995
531.8125 0.012109693
531.9375 0.012139464
532.15625 0.012114912
532.3125 0.012054413
532.53125 0.012082124
532.6875 0.012194757
532.90625 0.012102345
533.21875 0.012095895
533.375 0.012033861
533.5625 0.012099659
533.75 0.012084048
534 0.012093298
534.1875 0.012090312
534.375 0.012048469
534.59375 0.012047621
534.78125 0.012040689
535 0.012061794
535.15625 0.012058475
535.375 0.012094769
535.625 0.012098966
535.8125 0.0121345
535.96875 0.012131225
536.1875 0.012034031
536.34375 0.012033158
536.5 0.012137619
536.71875 0.012155114
536.90625 0.012077799
537.125 0.012019507
537.3125 0.012122035
537.46875 0.012066645
537.6875 0.012062519
537.875 0.012021102
538.03125 0.012028524
538.25 0.012074681
538.4375 0.012003562
538.625 0.012083437
538.90625 0.012024738
539.09375 0.012072693
539.375 0.012098597
539.5625 0.012104027
539.8125 0.012039575
540.03125 0.012075308
540.1875 0.012093294
540.40625 0.012053687
540.5625 0.012120296
540.75 0.012006519
540.90625 0.011993256
541.125 0.012118031
541.28125 0.012075798
541.5625 0.012031685
541.71875 0.012084777
541.90625 0.012030381
542.0625 0.012065484
542.28125 0.012086656
542.46875 0.011991272
542.71875 0.011958833
542.9375 0.012086282
543.1875 0.012040646
543.40625 0.012068742
543.65625 0.012074776
543.875 0.012099236
544.125 0.012058062
544.3125 0.012062708
544.59375 0.012119943
544.84375 0.012091835
545.03125 0.012020229
545.3125 0.012057541
545.5625 0.011933303
545.71875 0.012108147
545.96875 0.012009229
546.1875 0.011986775
546.34375 0.012050636
546.46875 0.0120607
546.71875 0.012047067
547 0.011967389
547.15625 0.012021191
547.375 0.012008225
547.5625 0.012062889
547.78125 0.012056514
548.03125 0.012023451
548.25 0.011965068
548.5 0.011996137
548.6875 0.011982243
548.9375 0.012008666
549.15625 0.011970015
549.40625 0.012012998
549.59375 0.012059575
549.875 0.012104277
550.03125 0.0120255
550.21875 0.012031709
550.4375 0.011983817
550.625 0.011923782
550.78125 0.012017417
551.0625 0.012063372
551.25 0.012006206
551.5 0.011973386
551.71875 0.011917553
551.90625 0.01195886
552.0625 0.011956814
552.28125 0.01201589
552.5 0.011964633
552.65625 0.011993064
552.875 0.011914715
553.0625 0.011983298
553.28125 0.011970794
553.46875 0.011886106
553.625 0.011980684
553.8125 0.012017733
553.96875 0.01199071
554.15625 0.011903983
554.40625 0.011997044
554.625 0.011978725
554.78125 0.011947937
555 0.011926176
555.1875 0.011974843
555.40625 0.011953707
555.59375 0.011940409
555.875 0.011927883
556.09375 0.011906034
556.34375 0.011988043
556.53125 0.011908071
556.75 0.01197523
556.90625 0.011949068
557.09375 0.012051703
557.3125 0.011965093
557.5 0.011856976
557.71875 0.011918254
557.90625 0.011960558
558.125 0.011950573
558.3125 0.011980054
558.46875 0.011925119
558.6875 0.011939522
558.84375 0.011942452
559.0625 0.011923906
559.25 0.011923062
559.40625 0.011923545
559.5625 0.011890591
559.8125 0.011911891
560.03125 0.011937297
560.25 0.011921395
560.40625 0.011956274
560.625 0.011955166
560.8125 0.011853035
561.03125 0.011902448
561.28125 0.011913
