# ID zcmb
ASASSN-16hz 0.0240845179296
ASASSN-16ip 0.0163303619577
ASASSN-16jf 0.0104076816675
ASASSN-16la 0.0142466972076
ASASSN-16lg 0.0209416759501
ASASSN-16oz 0.032036389569
ASASSN-17aj 0.0217475143635
ASASSN-17at 0.0264070693799
ASASSN-17bd 0.0347867348416
ASASSN-17bs 0.0201432375437
ASASSN-17co 0.0179234524585
ASASSN-17eb 0.0496783459239
ASASSN-17fd 0.0264022782826
AT2016aj 0.0673148991066
AT2016blg 0.0621065276588
AT2016bln 0.02423509936 
AT2016cor 0.0499398752742
AT2016cvv 0.0440674757544
AT2016cvw 0.037650399346
AT2016cyt 0.0296809488528
AT2016eoa 0.0199469655869
AT2016ews 0.0460966748141
AT2016fbk 0.0349819839006
AT2016ghq 0.0210292529443
AT2016gky 0.00410323978883
AT2016gmg 0.0484395133773
AT2016gsu 0.0753640666152
AT2016hnk 0.0151063505618
AT2016hns 0.0370796276258
AT2016htm 0.042675363988
AT2016htn 0.0523255027547
AT2017cfb 0.0237998096896
AT2017cfc 0.0249699170402
AT2017cfd 0.0122164962084
AT2017dfq 0.0225489387041
AT2017lm 0.030035728124
AT2017ns 0.028034625211
AT2017oz 0.0563792601231
AT2017po 0.0320068669448
AT2017wb 0.0309174002213
AT2017ya 0.0687836210977
AT2017yk 0.0475839455195
AT2017zd 0.0304575539357
ATLAS16agv 0.0477770550748
ATLAS16ahj 0.0735525630742
ATLAS16bdg 0.0148118090856
ATLAS16bwu 0.0721628344792
ATLAS16cpu 0.0185115127424
ATLAS16cxr 0.0151869750953
ATLAS16dod 0.0163236555097
ATLAS16dpb 0.0223913964297
ATLAS16dqf 0.0202138092312
ATLAS16dtf 0.0135181060268
ATLAS16eej 0.0483156043312
ATLAS17ajn 0.0298460555688
ATLAS17ajs 0.033673346724
ATLAS17axb 0.0326145934675
ATLAS17bas 0.0232925532543
ATLAS17dzg 0.0527529863045
CSS151120-0 0.0718345585508
CSS160129 0.0683586707072
CSS160428 0.0307966890987
CSS161013 0.0780617597355
Gaia16acv 0.0782897477475
Gaia16agf 0.0255189550572
Gaia16aki 0.0739648859611
Gaia16bba 0.0293717539159
Gaia17bci 0.0188825051357
iPTF16auf 0.015653985076
iPTF17dz 0.0927644524539
iPTF17fs 0.108280353364
MASTERJ0134 0.0439408743872
MASTERJ2222 0.0228571210292
MASTEROTJ08 0.031535386198
MASTEROTJ15 0.0568829653197
PS15adh 0.103768974531
PS15ahs 0.0252262562804
PS15aii 0.0476356015101
PS15akf 0.0594503349041
PS15asb 0.0494793155074
PS15atx 0.0729384740584
PS15bbn 0.0360527166853
PS15bdr 0.0709435650577
PS15bif 0.0786079613126
PS15bjg 0.0676649400134
PS15brr 0.0506820201508
PS15bsq 0.0331234699693
PS15bst 0.087344671165
PS15bwh 0.0715621004256
PS15bzz 0.0790931515793
PS15cfn 0.109535729376
PS15cge 0.0839674173772
PS15cku 0.0222373030973
PS15cms 0.0659529232781
PS15coh 0.0179715414624
PS15cwx 0.0300607593258
PS15cze 0.0389253726876
PS15dpl 0.0264136830973
PS15mt 0.0718554369723
PS15zn 0.0558392350243
PS16aer 0.0566159453846
PS16amf 0.0902136607023
PS16axi 0.0405192747857
PS16ayd 0.054809452568
PS16bby 0.0542580140435
PS16bnz 0.0637086310309
PS16ccn 0.0239584657111
PS16cqa 0.0443108645359
PS16cvc 0.0284728929971
PS16dnp 0.0500426225157
PS16drf 0.0563614247787
PS16ejh 0.0496863295449
PS16el 0.048909034885
PS16em 0.0710460366161
PS16eqv 0.0848356818399
PS16evk 0.053261938236
PS16ez 0.0928059547841
PS16fa 0.0472885923712
PS16fbb 0.0514377740967
PS16n 0.0526741078493
PS17akj 0.0477622504639
PS17bii 0.0745871208984
PS17cjo 0.0570992178964
PS17ckg 0.0508610040522
PS17tn 0.0454582897962
PS17yt 0.0704188578639
PSNJ0107203 0.0160164253013
PSNJ0153424 0.0247616842407
PSNJ0252467 0.0274976801817
PSNJ0309425 0.0195468705706
PSNJ0717457 0.00811708311644
PSNJ0859349 0.0287267196522
PSNJ1204051 0.0449742706147
PSNJ1300323 0.0240502897603
PSNJ1602512 0.0203915146408
PSNJ1628383 0.0312700706228
PSNJ2043531 0.0145078929079
PSNJ2310226 0.0379134348201
PSNJ2352371 0.0252751780403
PTSS-16efw 0.0354253785913
PTSS17-niq 0.069047068736
SN2016ajf 0.0197825873883
SN2016aqa 0.0558236531917
SN2016aqb 0.0641208910236
SN2016aqt 0.0512024080301
SN2016ayg 0.0432573073899
SN2016blh 0.024678574964
SN2016blm 0.0310867704758
SN2016coj 0.00488651701371
SN2016cuv 0.0833159223996
SN2016esh 0.0448725450285
SN2016gfr 0.0163060908103
SN2016glp 0.0837518261413
SN2016glz 0.0397909861874
SN2016gmb 0.0571429124137
SN2016grz 0.0866252412745
SN2016hhv 0.0607448146702
SN2016hpx 0.0336856862009
SN2016ixf 0.0671547165781
SN2017cii 0.033366219019
SN2017ciy 0.0376298131654
SN2017cjv 0.0607191984435
SN2017ckx 0.0277684727577
SN2017cne 0.034387717055
SN2017coa 0.0404323719873
SN2017cpu 0.0552504592914
SN2017dez 0.0247186506991
SN2017dfu 0.0459003351607
SN2017dgi 0.0554561381474
SN2017drh 0.00542729348515
SN2017hn 0.0249017389095
SN2017jl 0.0153047712065
SN2017lc 0.0611275431124
SN2017mf 0.0261719317095
SN2017ms 0.0253580096968
SN2017mu 0.0825947655953
SN2017nw 0.0781787513279
